hart
3.162228482959704e-05
6.737835328049046e-05
0.00010752480062825413
0.0001523254542561321
0.00020205146681116402
0.00025698127374655796
0.0003174003733038334
0.00038360089026542366
0.0004558808964750514
0.0005345434810616323
0.0006198955890500785
0.0007122466744588113
0.0008119072388081247
0.0009191873447380364
0.0010343952042331582
0.0011578359390213124
0.0012898105949593459
0.001430615462672106
0.0015805417168038077
0.0017398753425951815
0.0019088972790781745
0.002087883680359202
0.0022771061854609228
0.0024768320945555175
0.0026873243723588747
0.002908841432158605
0.003141636689816216
0.0033859579103081264
0.003642046395684897
0.003910136080307162
0.004190452605835182
0.004483212444469406
0.004788622124814287
0.005106877592282783
0.005438163709092969
0.005782653873430237
0.006140509718790617
0.006511880845040454
0.0068969045297065535
0.007295705366135082
0.007708394770295089
0.00813507029012781
0.008575814644479296
0.009030694418577456
0.009499758354525585
0.009983035200760906
0.010480531123432885
0.010992226732384666
0.011518073830421634
0.012057992051370953
0.012611865603785131
0.01317954037599665
0.01376082167729181
0.014355472882675588
0.014963215210603396
0.015583728793672064
0.016216655106546417
0.01686160070420695
0.017518142112309544
0.018185831616576803
0.018864203631715464
0.019552781293999396
0.020251082904702396
0.02095862783651697
0.021674941489024983
0.022399558845132728
0.023132026160522737
0.023871900347540356
0.024618745726809804
0.02537212803101601
0.02613160584502965
0.026896720013182066
0.027666981870751187
0.02844186138504791
0.029220776356642365
0.030003083704039937
0.03078807355681381
0.03157496648087335
0.03236291374674743
0.03315100021084132
0.03393824916089229
0.034723628390294144
0.035506056790815387
0.03628441085550075
0.03705753063081583
0.037824224824514655
0.038583274943518195
0.03933343848526715
0.04007345131785892
0.040802029445294055
0.04151787036107785
0.042219654154346184
0.042906044464120226
0.04357568930016452
0.044227221684207
0.04485926002917653
0.04547040817414629
0.04605925502685824
0.046624373824076394
0.047164321087472906
0.0476776354124379
0.04816283626508233
0.04861842297172988
0.04904287406744495
0.04943464713487866
0.04979217922269595
0.05011388788975896
0.05039817287530227
0.05064341834162024
0.050847995575417575
0.05101026597967284
0.051128584159616595
0.051201300918170836
0.051226766024389504
0.05120333068266955
0.05112934968643752
0.05100318327374563
0.0508231987152639
0.05058777166887472
0.0502952873410999
0.049944141508413274
0.049532741467305866
0.049059506992637066
0.04852287138309333
0.04792128266004709
0.04725320496683212
0.04651712019596752
0.04571152985583868
0.044834957175141486
0.04388594943075405
0.042863080471674586
0.04176495339980259
0.040590203359799557
0.03933750038612889
0.03800555225561104
0.03659310729882331
0.03509895713461292
0.03352193930964674
0.03186093984754252
0.03011489573416454
0.02828279737843248
0.02636369108411792
0.02435668154628509
0.022260934352725643
0.02007567843623829
0.017800208396868755
0.015433886600144709
0.012976144962981793
0.010426486368543932
0.007784485706697227
0.005049790610517819
0.0022221220347311554
-0.0006987251218242397
-0.003712881127109606
-0.0068204000608993445
-0.010021257860558177
-0.01331534973245602
-0.016702487005535258
-0.020182393604595474
-0.023754702388610854
-0.027418951619491504
-0.031174581796718545
-0.0350209330218351
-0.03895724295928847
-0.04298264535608558
-0.04709616899358497
-0.05129673689044813
-0.05558316556797918
-0.05995416422546521
-0.0644083337377135
-0.0689441654574828
-0.07356003986221953
-0.07825422511652423
-0.08302487562734776
-0.08787003065343331
-0.09278761300286331
-0.09777542782283037
-0.10283116146322628
